"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","Type"
"Cellular Processes","Cell motility","hsa04810","Regulation of actin cytoskeleton","51/1346","230/8859",0.221739130434783,1.45942567349312,2.98801392901993,0.00280233793143306,0.00444920951199087,0.00131414200825496,"5290/3845/207/5156/1956/2260/2261/6714/5604/2263/5594/5894/7852/1950/5159/5295/3630/2247/2335/5747/5595/5605/5293/60/8074/5879/2264/5291/4627/2147/3685/3690/3689/4638/3827/3683/5154/2149/3676/6548/2934/1398/71/624/1131/3693/10097/727/5501/623/85366",51,"XYT"
"Metabolism","Carbohydrate metabolism","hsa00051","Fructose and mannose metabolism","12/1346","34/8859",0.352941176470588,2.32296127960843,3.27124376924022,0.00305581912338146,0.00482877078458862,0.0014262512293836,"231/3099/226/5209/7167/2203/4351/229/3795/6652/5213/80201",12,"XYT"
"Human Diseases","Immune disease","hsa05330","Allograft rejection","13/1346","39/8859",0.333333333333333,2.19390787518574,3.16265996709991,0.00369737516360084,0.00581512056247081,0.00171758470658996,"7124/355/3458/356/3586/3558/3565/959/3106/3567/942/5551/3002",13,"XYT"
"Environmental Information Processing","Signal transduction","hsa04150","mTOR signaling pathway","37/1346","158/8859",0.234177215189873,1.54128970978238,2.90574436080177,0.00393982794884053,0.00616748767692326,0.00182166171761441,"5728/5290/3845/7124/207/6794/2475/5604/5594/3479/5894/3480/5295/3630/3643/2932/5595/5605/5293/5578/6198/5291/8140/3551/7474/1147/1977/5579/7471/6446/5562/5563/6195/6197/27330/6196/6249",37,"XYT"
"Genetic Information Processing","Replication and repair","hsa03410","Base excision repair","14/1346","44/8859",0.318181818181818,2.09418478995002,3.07956607598888,0.00425734572147291,0.00663353868229499,0.00195931700278312,"142/5111/3146/328/7515/5423/2237/55775/4350/3978/10038/252969/8505/79661",14,"XYT"
"Metabolism","Carbohydrate metabolism","hsa00630","Glyoxylate and dicarboxylate metabolism","11/1346","31/8859",0.354838709677419,2.33545031874611,3.15254354654915,0.00430062944201813,0.00666995769942627,0.00197007391593423,"4191/6470/847/2752/4190/1431/38/55902/6472/5096/5095",11,"XYT"
"Cellular Processes","Transport and catabolism","hsa04137","Mitophagy - animal","26/1346","105/8859",0.247619047619048,1.62976013585226,2.74757918746889,0.00674529291925389,0.010413240220968,0.00307570960179416,"7157/3845/3091/6714/3725/5970/598/4286/7186/5599/1869/6667/5602/9451/8678/7415/11331/29110/5601/468/1965/1457/7942/65018/1459/81631",26,"XYT"
"Organismal Systems","Immune system","hsa04640","Hematopoietic cell lineage","25/1346","100/8859",0.25,1.6454309063893,2.74730051799984,0.00685939624006945,0.0105408153230425,0.00311339085739511,"3815/7124/3569/3553/3565/3552/1437/1440/3575/2322/920/7037/4311/948/3567/3562/2057/3690/290/952/929/3676/1378/2993/2811",25,"XYT"
"Organismal Systems","Environmental adaptation","hsa04714","Thermogenesis","50/1346","235/8859",0.212765957446809,1.40036672884196,2.63282025477723,0.0071874962005152,0.0109945718135735,0.00324741476975933,"3845/6390/6389/2260/5468/2475/1432/1385/60/6198/10891/4879/7350/23028/4878/4217/2641/51548/5562/1386/6595/9377/5563/6195/155/1374/1268/5564/6197/71/51422/27330/6196/1376/2182/4881/107/1327/1375/5571/7384/1340/2180/5565/1329/1345/1346/1351/1350/1349",50,"XYT"
"Human Diseases","Infectious disease: bacterial","hsa05150","Staphylococcus aureus infection","25/1346","102/8859",0.245098039215686,1.61316755528363,2.63624185755598,0.00892406998398953,0.0135889247483477,0.00401369654782304,"3586/3383/3861/718/5340/3075/3689/6403/3683/716/3858/629/720/3868/5724/3426/713/717/714/3857/727/721/715/3859/100293534",25,"XYT"
"Organismal Systems","Immune system","hsa04622","RIG-I-like receptor signaling pathway","19/1346","72/8859",0.263888888888889,1.73684373452204,2.65708228251986,0.00951566361664905,0.0144241959799884,0.00426040666808769,"7124/841/4790/3576/5970/4792/1432/7186/3627/5599/3456/843/3551/5602/1147/29110/5601/9474/9140",19,"XYT"
"Environmental Information Processing","Signal transduction","hsa04350","TGF-beta signaling pathway","26/1346","108/8859",0.240740740740741,1.58448902096748,2.58668215579908,0.009873014053128,0.0148984671522427,0.00440048990514003,"7124/4609/3458/7040/1030/5594/1387/5595/4087/4088/3065/7057/6198/7042/6667/7037/7018/650/3066/652/659/5515/57817/4086/5516/7036",26,"XYT"
"Metabolism","Lipid metabolism","hsa00591","Linoleic acid metabolism","10/1346","30/8859",0.333333333333333,2.19390787518574,2.77242214604949,0.0104311348494063,0.0156700904688391,0.0046284006412282,"1576/5320/1544/1571/5321/1559/1557/246/1558/5319",10,"XYT"
"Human Diseases","Cancer: specific types","hsa05217","Basal cell carcinoma","17/1346","63/8859",0.26984126984127,1.77602066086464,2.61628241399972,0.0109500828197047,0.0163762399312548,0.00483697267411769,"7157/1499/1026/6608/581/2735/2932/8313/6469/8312/7474/51176/650/652/578/6934/7471",17,"XYT"
"Metabolism","Amino acid metabolism","hsa00340","Histidine metabolism","8/1346","22/8859",0.363636363636364,2.39335404565717,2.76951721706767,0.0121789999974603,0.0181331777739964,0.00535591110999423,"4129/4128/223/443/217/218/10841/224",8,"XYT"
"Human Diseases","Neurodegenerative disease","hsa05016","Huntington disease","62/1346","311/8859",0.19935691318328,1.31211210541655,2.37160427528965,0.0129681687049909,0.0192227279476636,0.00567772640088099,"7157/6390/6389/5468/2475/841/581/836/1387/627/1385/7186/5599/6648/3065/842/6667/54205/3766/5602/6647/3066/10891/7350/7052/8678/4217/5601/317/2892/9377/6507/2876/2081/2904/7019/3708/2890/7416/3064/4899/1742/5609/2902/5693/6506/5715/1327/10105/774/5690/2891/7384/1340/10120/1329/1345/2893/1346/1351/1350/1349",62,"XYT"
"Organismal Systems","Nervous system","hsa04723","Retrograde endocannabinoid signaling","33/1346","149/8859",0.221476510067114,1.45769717881468,2.38476706770098,0.0145692537945698,0.0215008811505765,0.00635061375696525,"5594/5743/5595/1432/5599/5578/5602/5579/5601/2892/3762/2561/1268/2911/3708/2890/773/779/776/2563/3710/775/2556/2166/107/774/3709/2891/2558/3763/2893/55879/2560",33,"XYT"
"Metabolism","Carbohydrate metabolism","hsa00052","Galactose metabolism","10/1346","32/8859",0.3125,2.05678863298663,2.5347797715689,0.0168414359478348,0.0247450922917749,0.00730884108539462,"2645/231/3099/2717/2720/8972/2683/2548/5213/80201",10,"XYT"
"Metabolism","Metabolism of cofactors and vitamins","hsa00730","Thiamine metabolism","6/1346","15/8859",0.4,2.63268945022288,2.6786040589587,0.0177658401410651,0.0259893294640035,0.00767634554474887,"250/52/251/248/249/9054",6,"XYT"
"Metabolism","Global and overview maps","hsa01210","2-Oxocarboxylic acid metabolism","10/1346","33/8859",0.303030303030303,1.9944617047143,2.4224049519059,0.0209633625589638,0.0305335932924037,0.00901856329767778,"2875/2806/84706/95/1431/4967/586/2805/51166/587",10,"XYT"
"Human Diseases","Infectious disease: bacterial","hsa05100","Bacterial invasion of epithelial cells","19/1346","78/8859",0.243589743589744,1.60324037032804,2.26490183770131,0.0222239636993678,0.0322295577458364,0.00951949231141751,"5290/999/1499/4233/6714/5295/2335/5747/857/5293/60/5879/5291/2017/859/1398/71/10097/1759",19,"XYT"
"Metabolism","Lipid metabolism","hsa00071","Fatty acid degradation","12/1346","43/8859",0.27906976744186,1.83676008155085,2.32800047244346,0.023175197021852,0.0334641853548295,0.00988415843944688,"223/1374/217/1376/2182/128/38/126/1375/224/2180/125",12,"XYT"
"Organismal Systems","Digestive system","hsa04974","Protein digestion and absorption","24/1346","105/8859",0.228571428571429,1.50439397155593,2.20061940989065,0.0237062257483815,0.0340840584794327,0.0100672474377586,"1277/1803/4311/59272/5644/476/23428/6510/1302/3783/478/6564/482/481/6550/480/6505/486/477/483/54407/6546/6543/206358",24,"XYT"
"Metabolism","Carbohydrate metabolism","hsa00020","Citrate cycle (TCA cycle)","9/1346","30/8859",0.3,1.97451708766716,2.2629658549926,0.0297089181744874,0.0425319982412534,0.0125624755213757,"6390/6389/4191/47/5106/5105/4190/1431/4967",9,"XYT"
"Environmental Information Processing","Signal transduction","hsa04310","Wnt signaling pathway","36/1346","174/8859",0.206896551724138,1.36173592252908,2.03969403198256,0.0301906434598,0.0430377257831192,0.0127118498778105,"7157/1499/595/4609/3725/1387/2932/8313/894/4088/5599/5578/5879/23411/8312/5602/4316/7474/51176/6934/5467/22943/4772/5663/5579/7471/5601/1487/8061/1457/50964/6424/818/1459/815/816",36,"XYT"
"Environmental Information Processing","Membrane transport","hsa02010","ABC transporters","12/1346","45/8859",0.266666666666667,1.75512630014859,2.14942850372617,0.0326058571725319,0.046088447902102,0.0136129272672352,"5243/4363/1080/9429/19/10257/8647/1244/8714/10057/64241/64240",12,"XYT"
"Human Diseases","Immune disease","hsa05332","Graft-versus-host disease","12/1346","45/8859",0.266666666666667,1.75512630014859,2.14942850372617,0.0326058571725319,0.046088447902102,0.0136129272672352,"7124/3569/355/3458/356/3553/3558/3552/3106/942/5551/3002",12,"XYT"
"Human Diseases","Endocrine and metabolic disease","hsa04950","Maturity onset diabetes of the young","8/1346","26/8859",0.307692307692308,2.02514573094068,2.2156534821995,0.034132247820249,0.047842272049303,0.01413094602556,"3630/3172/2645/6514/3375/3651/5313/3174",8,"XYT"
"Organismal Systems","Digestive system","hsa04977","Vitamin digestion and absorption","8/1346","26/8859",0.307692307692308,2.02514573094068,2.2156534821995,0.034132247820249,0.047842272049303,0.01413094602556,"4363/335/338/2346/9227/337/5948/5406",8,"XYT"
