"ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","Type"
"BP","GO:0001541","ovarian follicle development","4/78","57/18888",0.0701754385964912,16.9932523616734,7.78703129420266,9.00238802231573e-05,0.001107493779812,0.000639327486216387,"2099/596/581/668",4,"ZBM"
"BP","GO:0042733","embryonic digit morphogenesis","4/78","58/18888",0.0689655172413793,16.7002652519894,7.71134653923744,9.63906370769896e-05,0.00117021615539082,0.000675535489763944,"581/3065/7474/3066",4,"ZBM"
"BP","GO:0048168","regulation of neuronal synaptic plasticity","4/78","58/18888",0.0689655172413793,16.7002652519894,7.71134653923744,9.63906370769896e-05,0.00117021615539082,0.000675535489763944,"2903/2904/2902/2906",4,"ZBM"
"BP","GO:0070228","regulation of lymphocyte apoptotic process","4/78","58/18888",0.0689655172413793,16.7002652519894,7.71134653923744,9.63906370769896e-05,0.00117021615539082,0.000675535489763944,"596/581/3575/7474",4,"ZBM"
"BP","GO:1903034","regulation of response to wounding","6/78","179/18888",0.0335195530726257,8.11688869789428,6.16063949333389,9.7235139408687e-05,0.00117531382481767,0.000678478242346067,"5747/5054/1906/2152/2147/79001",6,"ZBM"
"BP","GO:0071305","cellular response to vitamin D","3/78","22/18888",0.136363636363636,33.020979020979,9.67699296112523,9.859416465258e-05,0.00118142271756858,0.000682004747972734,"7421/6256/1594",3,"ZBM"
"BP","GO:0086012","membrane depolarization during cardiac muscle cell action potential","3/78","22/18888",0.136363636363636,33.020979020979,9.67699296112523,9.859416465258e-05,0.00118142271756858,0.000682004747972734,"776/775/783",3,"ZBM"
"BP","GO:0035265","organ growth","6/78","180/18888",0.0333333333333333,8.07179487179487,6.13884432830071,0.000100260839877251,0.00119621553784583,0.000690544260134607,"2099/596/367/1906/5465/9254",6,"ZBM"
"BP","GO:0051480","regulation of cytosolic calcium ion concentration","4/78","59/18888",0.0677966101694915,16.4172099087353,7.63752346048839,0.000103078286099273,0.00121413062094804,0.000700886173790356,"7474/2147/783/785",4,"ZBM"
"BP","GO:0051932","synaptic transmission, GABAergic","4/78","59/18888",0.0677966101694915,16.4172099087353,7.63752346048839,0.000103078286099273,0.00121413062094804,0.000700886173790356,"2561/2563/2556/2558",4,"ZBM"
"BP","GO:0060135","maternal process involved in female pregnancy","4/78","59/18888",0.0677966101694915,16.4172099087353,7.63752346048839,0.000103078286099273,0.00121413062094804,0.000700886173790356,"2099/367/7421/1594",4,"ZBM"
"BP","GO:0032102","negative regulation of response to external stimulus","9/78","456/18888",0.0197368421052632,4.77935222672065,5.26075350509038,0.000107405600282195,0.00125974026093693,0.000727215438128333,"7040/5054/1906/7474/2147/5465/10013/6095/116443",9,"ZBM"
"BP","GO:0007565","female pregnancy","6/78","183/18888",0.0327868852459016,7.93947036569987,6.07445624059567,0.000109790105722888,0.00128227431494073,0.000740223764101017,"2099/596/367/7421/1594/952",6,"ZBM"
"BP","GO:0006694","steroid biosynthetic process","6/78","185/18888",0.0324324324324324,7.85363825363825,6.03233982336973,0.000116533238096865,0.00135531093719379,0.000782385915219111,"1576/1543/1594/5563/8644/8912",6,"ZBM"
"BP","GO:2001257","regulation of cation channel activity","5/78","116/18888",0.0431034482758621,10.4376657824934,6.56557412886628,0.000118315620439903,0.00137028300158013,0.000791028900364558,"1906/783/785/784/782",5,"ZBM"
"BP","GO:0031668","cellular response to extracellular stimulus","7/78","269/18888",0.0260223048327138,6.30140120102945,5.63927183647685,0.000122633407185369,0.00141437196287125,0.000816480316260481,"596/7421/6256/5465/1594/5563/8644",7,"ZBM"
"BP","GO:0048771","tissue remodeling","6/78","188/18888",0.0319148936170213,7.72831423895254,5.9703361166442,0.000127260970730351,0.00146165297502743,0.000843774420479025,"7040/581/7421/5578/1543/952",6,"ZBM"
"BP","GO:1901983","regulation of protein acetylation","3/78","24/18888",0.125,30.2692307692308,9.23920130136027,0.000128812501783866,0.00147335952453612,0.000850532308429352,"3066/10013/5563",3,"ZBM"
"BP","GO:0061138","morphogenesis of a branching epithelium","6/78","189/18888",0.0317460317460317,7.68742368742369,5.94997230406179,0.000131006004195773,0.00149228238524239,0.000861455986004694,"2099/596/367/7421/1906/7474",6,"ZBM"
"BP","GO:0043500","muscle adaptation","5/78","119/18888",0.0420168067226891,10.1745313510019,6.46503970346603,0.000133436827186401,0.00151374236742605,0.000873844278123192,"1906/5578/9759/5465/779",5,"ZBM"
"BP","GO:0043124","negative regulation of canonical NF-kappaB signal transduction","4/78","64/18888",0.0625,15.1346153846154,7.29377595923254,0.000141671777084194,0.00160060195497571,0.000923986069232252,"2099/841/3065/6095",4,"ZBM"
"BP","GO:0050878","regulation of body fluid levels","8/78","370/18888",0.0216216216216216,5.23575883575884,5.29870134034934,0.000142735006801094,0.00160605893831474,0.000927136244433291,"5054/7421/1906/5578/2152/2147/1131/79001",8,"ZBM"
"BP","GO:0042659","regulation of cell fate specification","3/78","25/18888",0.12,29.0584615384615,9.03988426619745,0.000145943300238366,0.00163551034437165,0.000944137778656893,"367/3065/3066",3,"ZBM"
"BP","GO:0030278","regulation of ossification","5/78","122/18888",0.040983606557377,9.92433795712484,6.36802062525733,0.000149996553454264,0.00165043661466726,0.000952754328059363,"596/7421/6256/7474/1594",5,"ZBM"
"BP","GO:0030326","embryonic limb morphogenesis","5/78","122/18888",0.040983606557377,9.92433795712484,6.36802062525733,0.000149996553454264,0.00165043661466726,0.000952754328059363,"581/3065/7474/3066/775",5,"ZBM"
"BP","GO:0035113","embryonic appendage morphogenesis","5/78","122/18888",0.040983606557377,9.92433795712484,6.36802062525733,0.000149996553454264,0.00165043661466726,0.000952754328059363,"581/3065/7474/3066/775",5,"ZBM"
"BP","GO:0090303","positive regulation of wound healing","4/78","65/18888",0.0615384615384615,14.901775147929,7.2296439719491,0.000150491040659026,0.00165043661466726,0.000952754328059363,"5747/5054/2152/2147",4,"ZBM"
"BP","GO:1904036","negative regulation of epithelial cell apoptotic process","4/78","65/18888",0.0615384615384615,14.901775147929,7.2296439719491,0.000150491040659026,0.00165043661466726,0.000952754328059363,"596/5054/5465/5563",4,"ZBM"
"BP","GO:0006066","alcohol metabolic process","8/78","373/18888",0.0214477211796247,5.19364817488142,5.26767465598656,0.000150852768609399,0.00165043661466726,0.000952754328059363,"1576/1565/1543/1594/5563/8644/8912/6820",8,"ZBM"
"BP","GO:0030518","intracellular steroid hormone receptor signaling pathway","5/78","123/18888",0.040650406504065,9.84365228267667,6.33642536204995,0.000155851677667189,0.00169841513300306,0.000980451084537058,"2099/367/2100/3065/10013",5,"ZBM"
"BP","GO:0043200","response to amino acid","5/78","124/18888",0.0403225806451613,9.76426799007444,6.30518992512091,0.000161880069412022,0.00172464955871192,0.000995595539292933,"836/1906/1728/2902/2906",5,"ZBM"
"BP","GO:0050673","epithelial cell proliferation","9/78","482/18888",0.0186721991701245,4.5215448451963,5.04326080087215,0.000163032615193955,0.00172464955871192,0.000995595539292933,"2099/7040/367/581/7421/5578/2152/7474/10013",9,"ZBM"
"BP","GO:0051345","positive regulation of hydrolase activity","9/78","482/18888",0.0186721991701245,4.5215448451963,5.04326080087215,0.000163032615193955,0.00172464955871192,0.000995595539292933,"2099/841/581/842/2152/1612/668/2903/2904",9,"ZBM"
"BP","GO:0002520","immune system development","6/78","197/18888",0.0304568527918782,7.37524404529481,5.79226005780126,0.000164220865245087,0.00172464955871192,0.000995595539292933,"596/7040/3575/5423/775/785",6,"ZBM"
"BP","GO:0014829","vascular associated smooth muscle contraction","3/78","26/18888",0.115384615384615,27.9408284023669,8.85193351046034,0.000164489697796224,0.00172464955871192,0.000995595539292933,"1906/952/1131",3,"ZBM"
"BP","GO:0032967","positive regulation of collagen biosynthetic process","3/78","26/18888",0.115384615384615,27.9408284023669,8.85193351046034,0.000164489697796224,0.00172464955871192,0.000995595539292933,"7040/2147/3066",3,"ZBM"
"BP","GO:0033598","mammary gland epithelial cell proliferation","3/78","26/18888",0.115384615384615,27.9408284023669,8.85193351046034,0.000164489697796224,0.00172464955871192,0.000995595539292933,"2099/581/7474",3,"ZBM"
"BP","GO:0045649","regulation of macrophage differentiation","3/78","26/18888",0.115384615384615,27.9408284023669,8.85193351046034,0.000164489697796224,0.00172464955871192,0.000995595539292933,"7040/841/5578",3,"ZBM"
"BP","GO:0060065","uterus development","3/78","26/18888",0.115384615384615,27.9408284023669,8.85193351046034,0.000164489697796224,0.00172464955871192,0.000995595539292933,"2099/7474/668",3,"ZBM"
"BP","GO:0060740","prostate gland epithelium morphogenesis","3/78","26/18888",0.115384615384615,27.9408284023669,8.85193351046034,0.000164489697796224,0.00172464955871192,0.000995595539292933,"2099/367/7474",3,"ZBM"
"BP","GO:1903829","positive regulation of protein localization","9/78","483/18888",0.0186335403726708,4.51218346870521,5.0352059947364,0.000165579335704199,0.0017295230235065,0.000998408864345478,"7040/1906/7474/2147/8841/952/5563/1131/785",9,"ZBM"
"BP","GO:0070301","cellular response to hydrogen peroxide","4/78","67/18888",0.0597014925373134,14.4569460390356,7.10553787395272,0.000169310968487662,0.00176185248411221,0.00101707182494765,"1906/1728/3066/10013",4,"ZBM"
"BP","GO:0043122","regulation of canonical NF-kappaB signal transduction","7/78","286/18888",0.0244755244755245,5.92684238838085,5.4063761619242,0.000178933551705055,0.00185220687494503,0.00106923107551208,"2099/7040/841/1906/3065/7474/6095",7,"ZBM"
"BP","GO:0006919","activation of cysteine-type endopeptidase activity involved in apoptotic process","4/78","68/18888",0.0588235294117647,14.2443438914027,7.04546220159036,0.000179332168527915,0.00185220687494503,0.00106923107551208,"841/581/842/2152",4,"ZBM"
"BP","GO:0031345","negative regulation of cell projection organization","6/78","201/18888",0.0298507462686567,7.22847301951779,5.71668440394397,0.000183155836775746,0.00187069894033507,0.00107990606610459,"7474/3066/10013/952/4133/2904",6,"ZBM"
"BP","GO:0010714","positive regulation of collagen metabolic process","3/78","27/18888",0.111111111111111,26.9059829059829,8.67429110752233,0.000184501737973798,0.00187069894033507,0.00107990606610459,"7040/2147/3066",3,"ZBM"
"BP","GO:0036296","response to increased oxygen levels","3/78","27/18888",0.111111111111111,26.9059829059829,8.67429110752233,0.000184501737973798,0.00187069894033507,0.00107990606610459,"3066/1543/5423",3,"ZBM"
"BP","GO:0060384","innervation","3/78","27/18888",0.111111111111111,26.9059829059829,8.67429110752233,0.000184501737973798,0.00187069894033507,0.00107990606610459,"1906/2561/2558",3,"ZBM"
"BP","GO:1902894","negative regulation of miRNA transcription","3/78","27/18888",0.111111111111111,26.9059829059829,8.67429110752233,0.000184501737973798,0.00187069894033507,0.00107990606610459,"2099/7040/5465",3,"ZBM"
"BP","GO:0045165","cell fate commitment","7/78","289/18888",0.0242214532871972,5.86531807293053,5.36722443031516,0.000190752397414572,0.00192701691986691,0.0011124169776232,"596/367/836/1906/3065/7474/3066",7,"ZBM"
"BP","GO:0000302","response to reactive oxygen species","6/78","203/18888",0.0295566502463054,7.15725653656688,5.67967009117013,0.00019324917614932,0.00194514079847752,0.00112287942352026,"596/836/1906/1728/3066/10013",6,"ZBM"
"BP","GO:0098773","skin epidermis development","5/78","129/18888",0.0387596899224806,9.38580799045915,6.15416762650727,0.000194742693834004,0.00195307165410335,0.00112745770114423,"596/3065/7474/3066/8841",5,"ZBM"
"BP","GO:0043627","response to estrogen","4/78","70/18888",0.0571428571428571,13.8373626373626,6.92903079067788,0.000200648889253444,0.00200100952014126,0.00115513099010284,"2099/367/2100/1594",4,"ZBM"
"BP","GO:0007623","circadian rhythm","6/78","205/18888",0.0292682926829268,7.08742964352721,5.64315490929249,0.000203777102079957,0.00200100952014126,0.00115513099010284,"3065/5465/3066/8841/6095/5563",6,"ZBM"
"BP","GO:0001964","startle response","3/78","28/18888",0.107142857142857,25.9450549450549,8.50603234979334,0.000206028798135931,0.00200100952014126,0.00115513099010284,"2903/116443/2906",3,"ZBM"
"BP","GO:0030194","positive regulation of blood coagulation","3/78","28/18888",0.107142857142857,25.9450549450549,8.50603234979334,0.000206028798135931,0.00200100952014126,0.00115513099010284,"5054/2152/2147",3,"ZBM"
"BP","GO:0045606","positive regulation of epidermal cell differentiation","3/78","28/18888",0.107142857142857,25.9450549450549,8.50603234979334,0.000206028798135931,0.00200100952014126,0.00115513099010284,"7421/1594/6820",3,"ZBM"
"BP","GO:0060512","prostate gland morphogenesis","3/78","28/18888",0.107142857142857,25.9450549450549,8.50603234979334,0.000206028798135931,0.00200100952014126,0.00115513099010284,"2099/367/7474",3,"ZBM"
"BP","GO:0086010","membrane depolarization during action potential","3/78","28/18888",0.107142857142857,25.9450549450549,8.50603234979334,0.000206028798135931,0.00200100952014126,0.00115513099010284,"776/775/783",3,"ZBM"
"BP","GO:1900048","positive regulation of hemostasis","3/78","28/18888",0.107142857142857,25.9450549450549,8.50603234979334,0.000206028798135931,0.00200100952014126,0.00115513099010284,"5054/2152/2147",3,"ZBM"
"BP","GO:2000629","negative regulation of miRNA metabolic process","3/78","28/18888",0.107142857142857,25.9450549450549,8.50603234979334,0.000206028798135931,0.00200100952014126,0.00115513099010284,"2099/7040/5465",3,"ZBM"
"BP","GO:0001763","morphogenesis of a branching structure","6/78","206/18888",0.029126213592233,7.05302464525766,5.62508076214556,0.000209208180683315,0.00201787770266119,0.00116486855515656,"2099/596/367/7421/1906/7474",6,"ZBM"
"BP","GO:0010595","positive regulation of endothelial cell migration","5/78","131/18888",0.0381679389312977,9.24251321197886,6.09604275507308,0.00020922359128026,0.00201787770266119,0.00116486855515656,"7040/1906/5578/9734/7474",5,"ZBM"
"BP","GO:0008016","regulation of heart contraction","6/78","208/18888",0.0288461538461538,6.98520710059172,5.58929211337398,0.000220412983321193,0.00211841367303147,0.0012229053679882,"7068/1906/8912/776/775/783",6,"ZBM"
"BP","GO:0051341","regulation of oxidoreductase activity","4/78","72/18888",0.0555555555555556,13.4529914529915,6.81727290511188,0.000223734587287469,0.00214289736197825,0.00123703916773767,"7421/1906/10013/1594",4,"ZBM"
"BP","GO:0014902","myotube differentiation","5/78","133/18888",0.037593984962406,9.10352805089647,6.03915004239051,0.000224511320459333,0.00214292184493598,0.00123705330111531,"596/9734/9759/8912/779",5,"ZBM"
"BP","GO:0010632","regulation of epithelial cell migration","7/78","298/18888",0.023489932885906,5.68817759421786,5.25299377126496,0.00023005203837568,0.00218826131348413,0.00126322660247525,"7040/5747/1906/5578/9734/7474/10013",7,"ZBM"
"BP","GO:0051384","response to glucocorticoid","5/78","134/18888",0.0373134328358209,9.03559127439724,6.01115152606091,0.000232466998348731,0.0022036597651688,0.00127211572996891,"596/836/1906/842/10013",5,"ZBM"
"BP","GO:0030858","positive regulation of epithelial cell differentiation","4/78","73/18888",0.0547945205479452,13.2687038988409,6.76304687410894,0.000235967238097843,0.00222920585342945,0.0012868628253369,"5054/7421/1594/6820",4,"ZBM"
"BP","GO:0006720","isoprenoid metabolic process","5/78","135/18888",0.037037037037037,8.96866096866097,5.98344427992747,0.000240635545981379,0.00225026753809614,0.00129902119061072,"1576/1565/1543/1571/8644",5,"ZBM"
"BP","GO:0030879","mammary gland development","5/78","135/18888",0.037037037037037,8.96866096866097,5.98344427992747,0.000240635545981379,0.00225026753809614,0.00129902119061072,"2099/367/581/7421/7474",5,"ZBM"
"BP","GO:0045814","negative regulation of gene expression, epigenetic","5/78","135/18888",0.037037037037037,8.96866096866097,5.98344427992747,0.000240635545981379,0.00225026753809614,0.00129902119061072,"3065/9734/9759/3066/10013",5,"ZBM"
"BP","GO:0071560","cellular response to transforming growth factor beta stimulus","7/78","302/18888",0.0231788079470199,5.6128374936322,5.20370962003486,0.000249497405283482,0.00232528221489791,0.00134232522140821,"7040/5747/1906/3065/7474/5465/3066",7,"ZBM"
"BP","GO:0034764","positive regulation of transmembrane transport","6/78","213/18888",0.028169014084507,6.82123510292524,5.50185359715544,0.000250503920326132,0.0023268283606132,0.00134321777130014,"581/1906/2147/2902/783/784",6,"ZBM"
"BP","GO:0071295","cellular response to vitamin","3/78","30/18888",0.1,24.2153846153846,8.19451186739751,0.000253822189539356,0.00234976528643791,0.00135645866474473,"7421/6256/1594",3,"ZBM"
"BP","GO:2000241","regulation of reproductive process","6/78","214/18888",0.0280373831775701,6.78936017253774,5.48470372025452,0.000256892489766625,0.00237026137224672,0.00136829052444118,"2099/367/581/7474/3066/8912",6,"ZBM"
"BP","GO:1901019","regulation of calcium ion transmembrane transporter activity","4/78","75/18888",0.0533333333333333,12.9148717948718,6.65771762403299,0.000261865519820021,0.00240014489689344,0.00138554150953918,"783/785/784/782",4,"ZBM"
"BP","GO:1902893","regulation of miRNA transcription","4/78","75/18888",0.0533333333333333,12.9148717948718,6.65771762403299,0.000261865519820021,0.00240014489689344,0.00138554150953918,"2099/7040/367/5465",4,"ZBM"
"BP","GO:0070555","response to interleukin-1","5/78","138/18888",0.036231884057971,8.7736900780379,5.90201791003554,0.00026645638288932,0.00243416260012422,0.00140517904890043,"1906/5578/9759/952/6095",5,"ZBM"
"BP","GO:0050678","regulation of epithelial cell proliferation","8/78","407/18888",0.0196560196560197,4.75978075978076,4.93777601657762,0.000272675465252423,0.0024827818678247,0.00143324569339743,"7040/367/581/7421/5578/2152/7474/10013",8,"ZBM"
"BP","GO:0001101","response to acid chemical","5/78","139/18888",0.0359712230215827,8.71057000553403,5.87542414789365,0.000275514531469217,0.00248446181440659,0.00143421548306556,"836/1906/1728/2902/2906",5,"ZBM"
"BP","GO:0002260","lymphocyte homeostasis","4/78","76/18888",0.0526315789473684,12.7449392712551,6.60654626070608,0.000275552665109401,0.00248446181440659,0.00143421548306556,"596/581/836/3575",4,"ZBM"
"BP","GO:0061614","miRNA transcription","4/78","76/18888",0.0526315789473684,12.7449392712551,6.60654626070608,0.000275552665109401,0.00248446181440659,0.00143421548306556,"2099/7040/367/5465",4,"ZBM"
"BP","GO:0001516","prostaglandin biosynthetic process","3/78","31/18888",0.0967741935483871,23.4342431761787,8.04989773573983,0.000280183993264292,0.00250177191405019,0.0014442081554336,"1906/8644/873",3,"ZBM"
"BP","GO:0045745","positive regulation of G protein-coupled receptor signaling pathway","3/78","31/18888",0.0967741935483871,23.4342431761787,8.04989773573983,0.000280183993264292,0.00250177191405019,0.0014442081554336,"1906/5578/2147",3,"ZBM"
"BP","GO:0046457","prostanoid biosynthetic process","3/78","31/18888",0.0967741935483871,23.4342431761787,8.04989773573983,0.000280183993264292,0.00250177191405019,0.0014442081554336,"1906/8644/873",3,"ZBM"
"BP","GO:0071559","response to transforming growth factor beta","7/78","309/18888",0.0226537216828479,5.4856858352004,5.11954446830204,0.000286705539041192,0.00255177148574283,0.00147307161368939,"7040/5747/1906/3065/7474/5465/3066",7,"ZBM"
"BP","GO:0007249","canonical NF-kappaB signal transduction","7/78","311/18888",0.022508038585209,5.45040811278753,5.09596734433011,0.000298118840451036,0.00263639920245516,0.0015219250035469,"2099/7040/841/1906/3065/7474/6095",7,"ZBM"
"BP","GO:0062197","cellular response to chemical stress","7/78","311/18888",0.022508038585209,5.45040811278753,5.09596734433011,0.000298118840451036,0.00263639920245516,0.0015219250035469,"836/1906/1612/1728/3066/10013/5563",7,"ZBM"
"BP","GO:0034694","response to prostaglandin","3/78","32/18888",0.09375,22.7019230769231,7.91193695342233,0.000308251772584171,0.00270012945099046,0.00155871482605854,"1906/5563/8644",3,"ZBM"
"BP","GO:0045684","positive regulation of epidermis development","3/78","32/18888",0.09375,22.7019230769231,7.91193695342233,0.000308251772584171,0.00270012945099046,0.00155871482605854,"7421/1594/6820",3,"ZBM"
"BP","GO:0048384","retinoic acid receptor signaling pathway","3/78","32/18888",0.09375,22.7019230769231,7.91193695342233,0.000308251772584171,0.00270012945099046,0.00155871482605854,"7068/6256/8644",3,"ZBM"
"BP","GO:0045685","regulation of glial cell differentiation","4/78","79/18888",0.0506329113924051,12.2609542356378,6.45862812816078,0.000319696276718042,0.00278276507533188,0.00160641823256533,"7040/3065/2147/3066",4,"ZBM"
"BP","GO:0070227","lymphocyte apoptotic process","4/78","79/18888",0.0506329113924051,12.2609542356378,6.45862812816078,0.000319696276718042,0.00278276507533188,0.00160641823256533,"596/581/3575/7474",4,"ZBM"
"BP","GO:0046887","positive regulation of hormone secretion","5/78","144/18888",0.0347222222222222,8.40811965811966,5.7463555042357,0.000324365398915337,0.00280576070061767,0.00161969301168909,"1906/2147/668/952/1131",5,"ZBM"
"BP","GO:1900180","regulation of protein localization to nucleus","5/78","144/18888",0.0347222222222222,8.40811965811966,5.7463555042357,0.000324365398915337,0.00280576070061767,0.00161969301168909,"7040/1906/2147/8841/785",5,"ZBM"
"BP","GO:1903036","positive regulation of response to wounding","4/78","80/18888",0.05,12.1076923076923,6.41109068593042,0.000335474640481018,0.00289281559143756,0.00166994754631968,"5747/5054/2152/2147",4,"ZBM"
"BP","GO:0042573","retinoic acid metabolic process","3/78","33/18888",0.0909090909090909,22.013986013986,7.7801242744436,0.000338071654547495,0.00290615633474369,0.0016776488120402,"1576/1543/8644",3,"ZBM"
"BP","GO:0007596","blood coagulation","6/78","226/18888",0.0265486725663717,6.428863172226,5.28711085903214,0.000344036371024969,0.00294827453559478,0.00170196255895683,"5054/1906/5578/2152/2147/79001",6,"ZBM"
"BP","GO:0010977","negative regulation of neuron projection development","5/78","146/18888",0.0342465753424658,8.29293993677555,5.6964657648976,0.000345641633828425,0.00295288901986753,0.00170462638125909,"7474/3066/10013/952/4133",5,"ZBM"
"BP","GO:0086019","cell-cell signaling involved in cardiac conduction","3/78","34/18888",0.0882352941176471,21.3665158371041,7.65400673664721,0.000369689131982162,0.00314861389946654,0.00181761328696007,"776/775/783",3,"ZBM"
"BP","GO:0051091","positive regulation of DNA-binding transcription factor activity","6/78","230/18888",0.0260869565217391,6.31705685618729,5.22440783019773,0.000377727742279036,0.0032072097872036,0.00185143917591081,"2099/367/2100/1906/7474/9759",6,"ZBM"
"BP","GO:0050817","coagulation","6/78","231/18888",0.025974025974026,6.28971028971029,5.20896410687007,0.000386541055117142,0.00327200501701605,0.00188884378454151,"5054/1906/5578/2152/2147/79001",6,"ZBM"
"BP","GO:0018205","peptidyl-lysine modification","5/78","150/18888",0.0333333333333333,8.07179487179487,5.59948467993839,0.000391349131597621,0.00328258907958247,0.00189495368984111,"9734/9759/3066/10013/5563",5,"ZBM"
"BP","GO:0035107","appendage morphogenesis","5/78","150/18888",0.0333333333333333,8.07179487179487,5.59948467993839,0.000391349131597621,0.00328258907958247,0.00189495368984111,"581/3065/7474/3066/775",5,"ZBM"
"BP","GO:0035108","limb morphogenesis","5/78","150/18888",0.0333333333333333,8.07179487179487,5.59948467993839,0.000391349131597621,0.00328258907958247,0.00189495368984111,"581/3065/7474/3066/775",5,"ZBM"
"BP","GO:0001523","retinoid metabolic process","4/78","84/18888",0.0476190476190476,11.5311355311355,6.22908299680356,0.000404201332152389,0.00337371161785908,0.00194755637203761,"1576/1565/1543/8644",4,"ZBM"
"BP","GO:0007599","hemostasis","6/78","233/18888",0.0257510729613734,6.23572136018488,5.17834824330337,0.000404650381910844,0.00337371161785908,0.00194755637203761,"5054/1906/5578/2152/2147/79001",6,"ZBM"
"BP","GO:0010594","regulation of endothelial cell migration","6/78","234/18888",0.0256410256410256,6.20907297830375,5.163174201986,0.000413950488364807,0.00344088574112248,0.0019863342542683,"7040/5747/1906/5578/9734/7474",6,"ZBM"
"BP","GO:1902652","secondary alcohol metabolic process","5/78","152/18888",0.0328947368421053,7.96558704453441,5.55233258561324,0.000415846954808729,0.00344630051170827,0.00198946006113977,"1576/1565/1594/5563/6820",5,"ZBM"
"BP","GO:0048588","developmental cell growth","6/78","238/18888",0.0252100840336134,6.10471881060116,5.10334910912859,0.000452835564615954,0.00374163833688645,0.00215995094135748,"1906/7474/5465/668/10013/4133",6,"ZBM"
"BP","GO:0071277","cellular response to calcium ion","4/78","87/18888",0.0459770114942529,11.1335101679929,6.10047220785323,0.00046195208929054,0.00380560530701254,0.00219687741711479,"1906/7474/5563/8644",4,"ZBM"
"BP","GO:0033280","response to vitamin D","3/78","37/18888",0.0810810810810811,19.6340956340956,7.30594467415349,0.000475772661043895,0.00390783004679378,0.00225588911280535,"7421/6256/1594",3,"ZBM"
"BP","GO:0016101","diterpenoid metabolic process","4/78","89/18888",0.0449438202247191,10.8833189282627,6.01817528889671,0.000503576066369249,0.00411179513778785,0.00237363287920671,"1576/1565/1543/8644",4,"ZBM"
"BP","GO:2000106","regulation of leukocyte apoptotic process","4/78","89/18888",0.0449438202247191,10.8833189282627,6.01817528889671,0.000503576066369249,0.00411179513778785,0.00237363287920671,"596/581/3575/7474",4,"ZBM"
"BP","GO:0032965","regulation of collagen biosynthetic process","3/78","38/18888",0.0789473684210526,19.1174089068826,7.19890763068511,0.00051502294551154,0.00418059681283267,0.00241335030494372,"7040/2147/3066",3,"ZBM"
"BP","GO:0048536","spleen development","3/78","38/18888",0.0789473684210526,19.1174089068826,7.19890763068511,0.00051502294551154,0.00418059681283267,0.00241335030494372,"596/5423/785",3,"ZBM"
"BP","GO:2000628","regulation of miRNA metabolic process","4/78","90/18888",0.0444444444444444,10.7623931623932,5.97800287955218,0.000525359000012178,0.00425202839775938,0.00245458590956752,"2099/7040/367/5465",4,"ZBM"
"BP","GO:0016485","protein processing","6/78","245/18888",0.0244897959183673,5.93029827315542,5.00187380109737,0.000527696612158069,0.00425849627537474,0.00245831964786236,"841/836/5054/842/2152/2903",6,"ZBM"
"BP","GO:0033273","response to vitamin","4/78","91/18888",0.043956043956044,10.6441251056636,5.93845752729399,0.000547804361928716,0.00440791416807757,0.00254457472891001,"7421/6256/1543/1594",4,"ZBM"
"BP","GO:0048592","eye morphogenesis","5/78","162/18888",0.0308641975308642,7.47388414055081,5.32886004538423,0.000556144758293133,0.00443748655103753,0.00256164609996766,"7068/596/581/7474/668",5,"ZBM"
"BP","GO:0048741","skeletal muscle fiber development","3/78","39/18888",0.0769230769230769,18.6272189349112,7.09588124487388,0.000556288957084546,0.00443748655103753,0.00256164609996766,"596/9734/779",3,"ZBM"
"BP","GO:0070232","regulation of T cell apoptotic process","3/78","39/18888",0.0769230769230769,18.6272189349112,7.09588124487388,0.000556288957084546,0.00443748655103753,0.00256164609996766,"596/3575/7474",3,"ZBM"
"BP","GO:0034599","cellular response to oxidative stress","6/78","248/18888",0.0241935483870968,5.85856079404466,4.95958024510001,0.000562585705337942,0.0044713295471948,0.00258118278545852,"1906/1612/1728/3066/10013/5563",6,"ZBM"
"BP","GO:0010720","positive regulation of cell development","8/78","454/18888",0.0176211453744493,4.26702812605896,4.53738260695344,0.000563762287561772,0.0044713295471948,0.00258118278545852,"596/7040/841/3575/3065/5578/3066/10013",8,"ZBM"
"BP","GO:0032411","positive regulation of transporter activity","4/78","92/18888",0.0434782608695652,10.5284280936455,5.89952234149442,0.000570923531402002,0.00451518952834497,0.00260650201704733,"1906/6256/783/784",4,"ZBM"
"BP","GO:0060047","heart contraction","6/78","249/18888",0.0240963855421687,5.83503243744208,4.94563606977797,0.000574605751630441,0.00451849068327574,0.0026084076883224,"7068/1906/8912/776/775/783",6,"ZBM"
"BP","GO:1901617","organic hydroxy compound biosynthetic process","6/78","249/18888",0.0240963855421687,5.83503243744208,4.94563606977797,0.000574605751630441,0.00451849068327574,0.0026084076883224,"7474/1576/1594/5563/8644/8912",6,"ZBM"
"BP","GO:0019362","pyridine nucleotide metabolic process","5/78","164/18888",0.0304878048780488,7.3827392120075,5.28644966930654,0.000588011603766793,0.00459778564753244,0.00265418261825154,"1728/9759/5465/952/5563",5,"ZBM"
"BP","GO:0046496","nicotinamide nucleotide metabolic process","5/78","164/18888",0.0304878048780488,7.3827392120075,5.28644966930654,0.000588011603766793,0.00459778564753244,0.00265418261825154,"1728/9759/5465/952/5563",5,"ZBM"
