"identifier","score","Gene"
"4YC3",0.913016690863333,"CCNB1"
"5HQ0",0.913016690863333,"CCNB1"
"5LQF",0.913016690863333,"CCNB1"
"6GU2",0.913016690863333,"CCNB1"
"6GU3",0.913016690863333,"CCNB1"
"6P8E",1,"CCND1"
"6P8F",1,"CCND1"
"6P8G",1,"CCND1"
"6P8H",0.935469326397317,"CCND1"
"8ZTX",1,"CCNE1"
"8ZUD",1,"CCNE1"
"8ZUL",1,"CCNE1"
"8ZU2",0.951262483724325,"CCNE1"
"8FY4",1,"CCR4"
"6H3Z",0.996218629415266,"CCR4"
"4C0E",0.974172699863703,"CCR4"
"4C0G",0.967698655414305,"CCR4"
"4B8B",0.959314395144763,"CCR4"
"4B89",0.955660689109934,"CCR4"
"4C0D",0.937171398870146,"CCR4"
"4CV5",0.932453539478488,"CCR4"
"5FU6",0.928417686116815,"CCR4"
"5FU7",0.928417686116815,"CCR4"
"4B8A",0.92793398004553,"CCR4"
"6HON",0.9236153897434,"CCR4"
"2CPI",0.922019582869592,"CCR4"
"4C0F",0.920223392780788,"CCR4"
"8FY3",0.918568050348138,"CCR4"
"5AJD",0.916144897766801,"CCR4"
"8BFI",0.915575843289128,"CCR4"
"4GML",0.915206032745664,"CCR4"
"6HOM",0.906205096061552,"CCR4"
"4CT6",0.904208815715669,"CCR4"
"4BY6",0.903876992048732,"CCR4"
"8BFH",0.900432718373435,"CCR4"
"7XYQ",1,"CD274"
"4F7B",1,"CD36"
"4TW0",0.973642299676612,"CD36"
"8J3P",0.966685711021723,"CD36"
"5UPH",0.936611915357913,"CD36"
"5KTF",0.92216026452834,"CD36"
"4TW2",0.918142703349947,"CD36"
"4TVZ",0.900387819933926,"CD36"
"5XBM",0.900387819933926,"CD36"
"3GH3",1,"CD38"
"3GC6",0.989171528138922,"CD38"
"3GHH",0.98379485617679,"CD38"
"5BNI",0.968492364146439,"CD38"
"5BNF",0.967228853679012,"CD38"
"3P5S",0.957765445264353,"CD38"
"3KOU",0.94168641854385,"CD38"
"3LKJ",1,"CD40LG"
"6W9G",0.916617281549994,"CD40LG"
"7SGM",0.916617281549994,"CD40LG"
"5YXK",1,"CD86"
"4BH6",1,"CDH1"
"6GU6",1,"CDK1"
"6GU7",0.976701116384041,"CDK1"
"6GU4",0.96936652057059,"CDK1"
"4YC6",0.954463249060598,"CDK1"
"4Y72",0.932405207591268,"CDK1"
"4YC3",0.932405207591268,"CDK1"
"5HQ0",0.932405207591268,"CDK1"
"6GU2",0.932405207591268,"CDK1"
"6GU3",0.932405207591268,"CDK1"
"1FQV",1,"CDK2"
"1IXV",1,"CDK4"
"7SJ3",0.925638753152434,"CDK4"
"1BD8",0.908233037587138,"CDK4"
"3G33",0.901856054003508,"CDK4"
"1JOW",1,"CDK6"
"8I0M",0.985249613330469,"CDK6"
"2EUF",0.902821558099965,"CDK6"
"3NUP",0.900643402098898,"CDK6"
"3NUX",0.900643402098898,"CDK6"
"4EZ5",0.900643402098898,"CDK6"
"6OQL",0.900643402098898,"CDK6"
"6OQO",0.900643402098898,"CDK6"
"8K5R",1,"CDK9"
"6R80",0.912087698522784,"CDK9"
"6W9E",0.908698594260146,"CDK9"
"8I0L",0.908698594260146,"CDK9"
"7KYQ",1,"CDKN1A"
"7KYS",0.977324678077782,"CDKN1A"
"7OZT",1,"CDKN2A"
"2E42",1,"CEBPB"
"2E43",1,"CEBPB"
"8K8D",1,"CEBPB"
"6MG1",0.93747228825935,"CEBPB"
"6MG2",0.93747228825935,"CEBPB"
"6MG3",0.93747228825935,"CEBPB"
"7L4V",0.93747228825935,"CEBPB"
"7UPZ",0.93747228825935,"CEBPB"
"8AXC",1,"CES1"
"4EWS",1,"CETP"
"8WMM",1,"CFB"
"7AEF",0.999338147385038,"CFB"
"8IYQ",0.999305546472429,"CFB"
"8WMH",0.999305546472429,"CFB"
"8WR4",0.996595835324382,"CFB"
"7AEB",0.993516893025834,"CFB"
"8WMN",0.990849912184058,"CFB"
"8AA0",0.990459783012653,"CFB"
"8OZD",0.986675618559292,"CFB"
"8SP3",0.986675618559292,"CFB"
"8SQU",0.986675618559292,"CFB"
"8GLM",0.982536236922387,"CFB"
"8GLN",0.982536236922387,"CFB"
"8GL8",0.980909043257133,"CFB"
"8AA2",0.979273883758029,"CFB"
"7ADZ",0.978431472242462,"CFB"
"8GL6",0.978431472242462,"CFB"
"8GLK",0.978431472242462,"CFB"
"8J7S",0.978431472242462,"CFB"
"8JR8",0.978431472242462,"CFB"
"8OZ6",0.978431472242462,"CFB"
"8OZE",0.978431472242462,"CFB"
"8SPO",0.978431472242462,"CFB"
"8GLJ",0.970324023568247,"CFB"
"8J8H",0.970324023568247,"CFB"
"8DDF",1,"CFH"
"8T84",0.976423665997404,"CFH"
"3UXL",1,"CFI"
"6D3S",1,"CFTR"
"3FHV",0.993128153131445,"CFTR"
"4YX9",0.992627383562871,"CFTR"
"6D3R",0.956836337201211,"CFTR"
"8EVD",0.939667233759842,"CFTR"
"8F6U",0.939667233759842,"CFTR"
"8F6V",0.931311644338867,"CFTR"
"5W81",0.926298570242109,"CFTR"
"8UBR",0.914851731489788,"CFTR"
"4PDP",1,"CHEK2"
"4PDS",1,"CHEK2"
"5XZV",1,"CHEK2"
"5XZW",1,"CHEK2"
"2MAW",1,"CHRFAM7A"
"4DAJ",1,"CHRM3"
"3SQ6",1,"CHRNA7"
"5TQW",1,"CHUK"
"5TQX",1,"CHUK"
"5TQY",1,"CHUK"
"3BD7",1,"CKB"
"7TUN",1,"CKB"
"7KPW",1,"CKM"
"6B38",0.981964057782345,"CKM"
"7KPV",0.953307662599823,"CKM"
"7KPX",0.953307662599823,"CKM"
"4Z9M",1,"CKMT2"
"5M33",1,"CLDN1"
"4YYX",1,"CLDN2"
"9CMH",1,"CLDN4"
"7KP4",0.964249487310183,"CLDN4"
"2PNC",1,"CLU"
"5CVB",1,"COL1A1"
"1Q7D",0.984874437760687,"COL1A1"
"5K09",1,"COMT"
"6AW7",0.959241088635591,"COMT"
"6AW9",0.959241088635591,"COMT"
"6AW8",0.948141904631599,"COMT"
"6AW6",0.941219418953187,"COMT"
"6AW5",0.927021967734725,"COMT"
"6AW4",0.913246398329321,"COMT"
"8H8R",1,"COX4I1"
"8H8S",1,"COX4I1"
"7COH",0.93101820626855,"COX4I1"
"7VUW",1,"COX5A"
"7VVR",1,"COX5A"
"7W3E",1,"COX5A"
"8C8Q",0.931965810312313,"COX5A"
"1OCC",0.927339200940388,"COX5A"
"1OCO",0.927339200940388,"COX5A"
"1OCR",0.927339200940388,"COX5A"
"1OCZ",0.927339200940388,"COX5A"
"2ODX",1,"COX5B"
"5J4Z",1,"COX6B1"
"5J7Y",1,"COX6B1"
"8H8R",1,"COX6C"
"8H8S",1,"COX6C"
"7VUW",0.992882877481138,"COX6C"
"7VVR",0.992882877481138,"COX6C"
"7W3E",0.992882877481138,"COX6C"
"7Y44",0.992882877481138,"COX6C"
"7COH",0.944118541678779,"COX6C"
"1OCC",0.920736811353425,"COX6C"
"1OCO",0.920736811353425,"COX6C"
"1OCR",0.920736811353425,"COX6C"
"1OCZ",0.920736811353425,"COX6C"
"2EIJ",0.920736811353425,"COX6C"
"2EIM",0.920736811353425,"COX6C"
"2OCC",0.920736811353425,"COX6C"
"2Y69",0.920736811353425,"COX6C"
"7EV7",0.920736811353425,"COX6C"
"7XMA",0.920736811353425,"COX6C"
"7XMB",0.920736811353425,"COX6C"
"8H8R",1,"COX7A1"
"8H8S",1,"COX7A1"
"7COH",0.931016122298254,"COX7A1"
"7VUW",1,"COX7B"
"7VVR",1,"COX7B"
"7W3E",1,"COX7B"
"8IUJ",1,"COX7C"
"7U40",1,"CP"
"7U3W",0.999305268635989,"CP"
"7U45",0.999176096540519,"CP"
"7U3O",0.998710517406523,"CP"
"7U3U",0.998548049687888,"CP"
"7U3Y",0.998514520902097,"CP"
"7U43",0.997998905068303,"CP"
"3NAO",0.99779847847396,"CP"
"7U3T",0.997461511845128,"CP"
"5AKN",0.996040245734756,"CP"
"4E6B",0.99598027630704,"CP"
"7U3X",0.995860057656454,"CP"
"2BCY",0.995558251951804,"CP"
"2NPZ",0.995558251951804,"CP"
"3UBI",0.995558251951804,"CP"
"2KBD",0.99534700661156,"CP"
"2PN3",0.995335022052521,"CP"
"2PN4",0.995335022052521,"CP"
"3LOA",0.995305037338663,"CP"
"8DAP",0.995262974800716,"CP"
"7U3V",0.995048931508945,"CP"
"2FGP",0.995027200752089,"CP"
"2NPY",0.995027200752089,"CP"
"3IGT",0.995006402645743,"CP"
"1EL2",0.994990267791941,"CP"
"2LE3",1,"CPT1A"
"5W1G",1,"CR1"
"8J2N",0.921027576511085,"CR1"
"2NYY",0.902864699112227,"CR1"
"5ZK1",1,"CREB1"
"5ZKO",1,"CREB1"
"6SW3",1,"CREBBP"
"6J0I",1,"CRH"
"2AK7",0.999103132496854,"CRH"
"2RLZ",0.997762311946648,"CRH"
"207D",0.985815252075959,"CRH"
"1MU4",0.981222699491258,"CRH"
"1MO1",0.980819048564782,"CRH"
"1K1C",0.965711178631157,"CRH"
"146D",0.958619555489892,"CRH"
"8EHU",0.926684678291471,"CRH"
"8EK9",0.918061187047615,"CRH"
"4N9H",1,"CRP"
"8YZ7",0.997728743243685,"CRP"
"4N9I",0.993961922232139,"CRP"
"3E97",0.990943716033384,"CRP"
"3B02",0.986641509294308,"CRP"
"2GAU",0.985991583094887,"CRP"
"7ETS",0.975797912859188,"CRP"
"1O5L",0.974552709279999,"CRP"
"3IWZ",0.964945989572314,"CRP"
"6DT4",0.963584395109732,"CRP"
"3DV8",0.963348405963013,"CRP"
"2ZCW",0.961955539546069,"CRP"
"3RDI",0.951197185400747,"CRP"
"3ROU",0.951197185400747,"CRP"
"3RPQ",0.951197185400747,"CRP"
"3RYR",0.951197185400747,"CRP"
"5W5B",0.947801125173553,"CRP"
"3PVN",0.944834853857584,"CRP"
"3PVO",0.944834853857584,"CRP"
"2GZW",0.944184064132795,"CRP"
"3QOP",0.939869459636665,"CRP"
"3RYP",0.939869459636665,"CRP"
"3L2Y",0.938647509562001,"CRP"
"7T8O",0.935165158478493,"CRP"
"1ZYB",0.934968583096738,"CRP"
"7D8P",1,"CRTC1"
"7D8H",0.907783484904568,"CRTC1"
"4HTM",1,"CRTC2"
"5ZK1",0.964028913142488,"CRTC2"
"5ZKO",0.964028913142488,"CRTC2"
"1YB5",1,"CRYZ"
"7XG1",1,"CSF2"
"7JHY",0.920709280697125,"CSF2"
"7XFZ",0.909298661288502,"CSF2"
"7XG1",1,"CSF3"
"7XFZ",0.909298730793471,"CSF3"
"6QY7",1,"CSNK2A1"
"5DSE",1,"CTNNB1"
"4H4F",1,"CTRC"
"8HE9",1,"CTSB"
"8HEI",1,"CTSB"
"8HEN",1,"CTSB"
"2DJG",1,"CTSC"
"6IC5",1,"CTSC"
"6IC6",1,"CTSC"
"6IC7",1,"CTSC"
"6RN9",1,"CTSC"
"6RNI",1,"CTSC"
"2DJF",0.957492299809624,"CTSC"
"6RN6",0.957492299809624,"CTSC"
"6RN7",0.957492299809624,"CTSC"
"6RNE",0.957492299809624,"CTSC"
"4OEL",0.923596915550289,"CTSC"
"4OEM",0.923596915550289,"CTSC"
"4OBZ",1,"CTSD"
"4OD9",1,"CTSD"
"6QCB",1,"CTSD"
"5UX4",0.954539461916781,"CTSD"
"4OC6",0.938495739007452,"CTSD"
"7W33",1,"CTSL"
"7W34",1,"CTSL"
"8GX2",0.972310692780875,"CTSL"
"8K4O",1,"CXCL1"
"1O7Y",1,"CXCL10"
"1LV9",0.982550787157229,"CXCL10"
"1O7Z",0.911301965516697,"CXCL10"
"1O80",0.911301965516697,"CXCL10"
"6WZJ",1,"CXCL2"
"6QJB",1,"CXCL8"
"8IC0",0.970557790157535,"CXCL8"
"6LFM",0.920621105603712,"CXCL8"
"6LFO",0.920621105603712,"CXCL8"
"6XMN",0.907358179294701,"CXCL8"
"2LNL",1,"CXCR1"
"5LFF",1,"CXCR4"
"5LFH",0.995120017351148,"CXCR4"
"5OJT",0.97884630222445,"CXCR4"
"5OLF",0.97884630222445,"CXCR4"
"3S79",1,"CYP19A1"
"6UDL",1,"CYP1A1"
"4I8V",0.929868968658551,"CYP1A1"
"6O5Y",0.929868968658551,"CYP1A1"
"6UDM",0.929868968658551,"CYP1A1"
"3WI2",1,"CYP1A2"
"6IQ5",1,"CYP1B1"
"6OYU",0.998618823714345,"CYP1B1"
"3T3Q",1,"CYP2A6"
"5UDA",1,"CYP2B6"
"5UAP",0.933880834228777,"CYP2B6"
"5UEC",0.933880834228777,"CYP2B6"
"5UFG",0.933880834228777,"CYP2B6"
"4GQS",1,"CYP2C19"
"1PQ2",1,"CYP2C8"
"2NNJ",1,"CYP2C8"
"2NNH",0.953524299573741,"CYP2C8"
"2NNI",0.953524299573741,"CYP2C8"
"3QI8",1,"CYP2C9"
"4WNT",1,"CYP2D6"
"4WNW",1,"CYP2D6"
"4WNV",0.934603593342785,"CYP2D6"
"4XRY",0.934603593342785,"CYP2D6"
"4XRZ",0.934603593342785,"CYP2D6"
"4WNU",0.905011396608294,"CYP2D6"
"3E4E",1,"CYP2E1"
"3E6I",1,"CYP2E1"
"3GPH",1,"CYP2E1"
"3KOH",1,"CYP2E1"
"3LC4",1,"CYP2E1"
"3T3Z",0.907054937544426,"CYP2E1"
"6UNE",1,"CYP3A4"
"6UNG",1,"CYP3A4"
"6UNH",1,"CYP3A4"
"6UNI",1,"CYP3A4"
"6UNJ",1,"CYP3A4"
"6UNK",1,"CYP3A4"
"6UNL",1,"CYP3A4"
"6UNM",1,"CYP3A4"
"7KSA",1,"CYP3A4"
"7KVH",1,"CYP3A4"
"7KVI",1,"CYP3A4"
"7KVJ",1,"CYP3A4"
"7KVM",1,"CYP3A4"
"7KVN",1,"CYP3A4"
"7KVO",1,"CYP3A4"
"7KVP",1,"CYP3A4"
"7LXL",1,"CYP3A4"
"7UF9",1,"CYP3A4"
"7UFA",1,"CYP3A4"
"7UFB",1,"CYP3A4"
"7UFC",1,"CYP3A4"
"7UFD",1,"CYP3A4"
"7UFF",1,"CYP3A4"
"6MA6",0.973056676686365,"CYP3A4"
"6MA7",0.973056676686365,"CYP3A4"
"4YO4",1,"DAPK1"
"4YPD",1,"DAPK1"
"7F7G",1,"DLG4"
"6FGZ",1,"DNM1"
"3VAR",1,"DNPEP"
"3VAT",0.986148241509267,"DNPEP"
"4DYO",0.910478170589592,"DNPEP"
"5EGY",1,"DPP3"
"3FVY",0.982476595300168,"DPP3"
"5E3C",0.96555669135617,"DPP3"
"5EHH",0.96555669135617,"DPP3"
"7OUP",0.96555669135617,"DPP3"
"7Y4F",1,"DPP4"
"8HAY",0.911573099548795,"DPP4"
"6OIT",1,"DRD1"
"6IQL",1,"DRD4"
"2E2F",1,"DSP"
"1U24",0.962315630201879,"DSP"
"1U26",0.944518815744863,"DSP"
"1U25",0.927368298621281,"DSP"
"8TK4",1,"DUSP3"
"8TK6",1,"DUSP3"
"9DJ9",1,"DUSP3"
"3F81",0.949964463571826,"DUSP3"
"8TK2",0.949964463571826,"DUSP3"
"8TK3",0.949964463571826,"DUSP3"
"8TK5",0.949964463571826,"DUSP3"
"6ULS",1,"E2F1"
"2AZE",0.91886430909773,"E2F1"
"1N4M",1,"E2F2"
"3RDY",1,"EDN1"
"8XVJ",1,"EDNRA"
"8XVK",1,"EDNRA"
"8XVL",1,"EDNRA"
"4C0S",1,"EEF1A2"
"1Z1Y",1,"EGF"
"1N1I",0.998114688445106,"EGF"
"5MWF",0.997033807636269,"EGF"
"8E1Z",0.990355916260637,"EGF"
"1Z27",0.989211525484326,"EGF"
"5FMW",0.987905244859046,"EGF"
"1CCF",0.986991964604701,"EGF"
"1CEJ",0.986566430517457,"EGF"
"1IXA",0.984206178619967,"EGF"
"2K2T",0.983330537106564,"EGF"
"1WHE",0.982288246822923,"EGF"
"1WHF",0.982288246822923,"EGF"
"1EDM",0.981774283325925,"EGF"
"6A3V",0.981076798519647,"EGF"
"4V46",0.980453293307633,"EGF"
"1APO",0.979996523391699,"EGF"
"5VYG",0.979837402369649,"EGF"
"4LMF",0.979817587952003,"EGF"
"6DLW",0.979606205321841,"EGF"
"4D90",0.978084734929383,"EGF"
"7LER",0.977602180312758,"EGF"
"3QCW",0.977209958674393,"EGF"
"3R05",0.977209958674393,"EGF"
"2BO2",0.976433389249216,"EGF"
"1SZB",0.974212097852766,"EGF"
"2XKN",1,"EGFR"
"2Z4Q",0.976606886966617,"EGFR"
"8JFQ",0.940555913314286,"EGFR"
"1WT5",0.939214671460028,"EGFR"
"7OM5",0.925697516777471,"EGFR"
"5LBB",1,"EGLN1"
"5LBE",1,"EGLN1"
"6YVX",1,"EGLN1"
"6YVZ",1,"EGLN1"
"6YW0",1,"EGLN1"
"6YW1",1,"EGLN1"
"6YW2",1,"EGLN1"
"6YW4",1,"EGLN1"
"5L9R",0.963031894060687,"EGLN1"
"5LAT",0.963031894060687,"EGLN1"
"5LB6",0.963031894060687,"EGLN1"
"5LBF",0.963031894060687,"EGLN1"
"5OX5",0.963031894060687,"EGLN1"
"6QGV",0.963031894060687,"EGLN1"
"6ST3",0.963031894060687,"EGLN1"
"6YVW",0.963031894060687,"EGLN1"
"5LBC",0.928699744784016,"EGLN1"
"5OX6",0.928699744784016,"EGLN1"
"6YVT",0.928699744784016,"EGLN1"
"2FC6",1,"EGR1"
"1Q8K",1,"EIF2S1"
"2WMC",1,"EIF4E"
"5ME6",0.991093756836892,"EIF4E"
"1ZTP",0.986725751302786,"EIF4E"
"5ME7",0.986090871017413,"EIF4E"
"2Q4K",0.980229011132804,"EIF4E"
"2IDR",0.975029327010228,"EIF4E"
"3TF2",0.966532307634607,"EIF4E"
"6FC0",0.966222055995316,"EIF4E"
"6U06",0.96428074335376,"EIF4E"
"6U09",0.96428074335376,"EIF4E"
"5ABV",0.96306890753501,"EIF4E"
"5J5O",0.957530894937418,"EIF4E"
"5M7W",0.957530894937418,"EIF4E"
"5M7X",0.957530894937418,"EIF4E"
"5M81",0.957530894937418,"EIF4E"
"6GKJ",0.957530894937418,"EIF4E"
"6GKK",0.957530894937418,"EIF4E"
"6YLT",0.957530894937418,"EIF4E"
"4UEA",0.956754640751938,"EIF4E"
"4UEB",0.956754640751938,"EIF4E"
"5T47",0.95507451040041,"EIF4E"
"5NVK",0.954787074445808,"EIF4E"
"5J5Y",0.953255037682343,"EIF4E"
"6GKL",0.953255037682343,"EIF4E"
"6YLV",0.953255037682343,"EIF4E"
"6SMA",1,"ELANE"
"7WHU",0.928535037376376,"ELANE"
"4FXV",1,"ELAVL1"
"5VVT",1,"ELK1"
"7V67",1,"ENO1"
"7VRD",1,"ENO1"
"5UDY",1,"ENPP7"
"5TCD",0.953527464673447,"ENPP7"
"7KPL",1,"EPHB1"
"7KPM",1,"EPHB1"
"6UMW",0.97507171665726,"EPHB1"
"8QVF",1,"EPHX2"
"8QVG",1,"EPHX2"
"8QVH",1,"EPHX2"
"8QVK",1,"EPHX2"
"8QVM",1,"EPHX2"
"8QWG",1,"EPHX2"
"1S8O",0.959951611962566,"EPHX2"
"1ZD2",0.959951611962566,"EPHX2"
"1ZD4",0.959951611962566,"EPHX2"
"1ZD5",0.959951611962566,"EPHX2"
"3ANS",0.959951611962566,"EPHX2"
"3I1Y",0.959951611962566,"EPHX2"
"3I28",0.959951611962566,"EPHX2"
"3KOO",0.959951611962566,"EPHX2"
"3OTQ",0.959951611962566,"EPHX2"
"3WK8",0.959951611962566,"EPHX2"
"4X6X",0.959951611962566,"EPHX2"
"4X6Y",0.959951611962566,"EPHX2"
"4Y2J",0.959951611962566,"EPHX2"
"4Y2P",0.959951611962566,"EPHX2"
"4Y2Q",0.959951611962566,"EPHX2"
"4Y2R",0.959951611962566,"EPHX2"
"4Y2S",0.959951611962566,"EPHX2"
"4Y2T",0.959951611962566,"EPHX2"
"4Y2U",0.959951611962566,"EPHX2"
"2GJJ",1,"ERBB2"
"6EZW",1,"ERBB3"
"6F0D",0.988549328434756,"ERBB3"
"2L9U",0.95598219327893,"ERBB3"
"7D85",0.942612534612328,"ERBB3"
"4L11",1,"ERG"
"8JZN",0.999428624477672,"ERG"
"7VPU",0.98461348448752,"ERG"
"8FHH",0.976793222901829,"ERG"
"8TF2",0.973474999864588,"ERG"
"8FFN",0.964252437132002,"ERG"
"8TF3",0.964252437132002,"ERG"
"8TF4",0.964252437132002,"ERG"
"8FFO",0.955202949789116,"ERG"
"8FFQ",0.955202949789116,"ERG"
"8FHI",0.955202949789116,"ERG"
"4IRH",0.931368963350216,"ERG"
"8QED",0.921418104668287,"ERG"
"7VPR",0.920974520254292,"ERG"
"4IRG",0.920836022153146,"ERG"
"4IRI",0.920836022153146,"ERG"
"4XI3",1,"ESR1"
"6PSJ",1,"ESR1"
"6V8T",1,"ESR1"
"6VPF",1,"ESR1"
"7KBS",1,"ESR1"
"7UJ7",1,"ESR1"
"7UJ8",1,"ESR1"
"7UJC",1,"ESR1"
"7UJF",1,"ESR1"
"7UJM",1,"ESR1"
"7UJO",1,"ESR1"
"7UJW",1,"ESR1"
"7UJY",1,"ESR1"
"1U9E",1,"ESR2"
"1X78",1,"ESR2"
"1X7B",1,"ESR2"
"1YYE",1,"ESR2"
"2FSZ",1,"ESR2"
"2GIU",1,"ESR2"
"2I0G",1,"ESR2"
"2QTU",1,"ESR2"
"2Z4B",1,"ESR2"
"1U3Q",0.952348616766953,"ESR2"
"1X7J",0.952348616766953,"ESR2"
"2PJL",1,"ESRRA"
"3K6P",1,"ESRRA"
"6LIT",1,"ESRRB"
"2GPU",1,"ESRRG"
"2GP7",0.95126248136731,"ESRRG"
"2HDU",1,"F12"
"6XYE",1,"F2"
"2HN8",0.999188131396827,"F2"
"4NUZ",0.985237873866582,"F2"
"6I1C",0.962172083581909,"F2"
"4NUY",0.96168692485978,"F2"
"4WSG",0.946471547821314,"F2"
"1TUW",0.935558492916028,"F2"
"4GIP",0.92538422390304,"F2"
"8A49",0.90879677438862,"F2"
"6E58",0.90228241921435,"F2"
"6HH4",1,"F2R"
"8VL3",1,"F3"
"1Z5H",0.992777489153756,"F3"
"1Z1W",0.986868461836247,"F3"
"5J9B",0.933380130938475,"F3"
"3Q7J",0.929398821879557,"F3"
"5J9C",0.918974868677507,"F3"
"6YXL",0.909762058873956,"F3"
"8EWW",1,"FAAH"
"3QJ8",0.992875413530148,"FAAH"
"3QKV",0.992875413530148,"FAAH"
"4HBP",0.992875413530148,"FAAH"
"8EY1",0.974422356184684,"FAAH"
"8EY9",0.974422356184684,"FAAH"
"2WAP",0.97384018190844,"FAAH"
"3QJ9",0.937878554711553,"FAAH"
"3QK5",0.937878554711553,"FAAH"
"3K7F",0.904980514535468,"FAAH"
"3K84",0.904980514535468,"FAAH"
"3LJ7",0.904980514535468,"FAAH"
"2MJI",1,"FABP2"
"2MO5",1,"FABP2"
"3RSW",1,"FABP3"
"5B27",0.981872631201347,"FABP3"
"5B28",0.981872631201347,"FABP3"
"5B29",0.981872631201347,"FABP3"
"7FW8",0.981872631201347,"FABP3"
"7FZK",0.981872631201347,"FABP3"
"7FZQ",0.981872631201347,"FABP3"
"7V2G",0.981872631201347,"FABP3"
"7FBM",0.947520724684786,"FABP3"
"7FBN",0.947520724684786,"FABP3"
"7FCG",0.947520724684786,"FABP3"
"7FWM",0.900739623266684,"FABP3"
"7FXX",0.900739623266684,"FABP3"
"4NNS",1,"FABP4"
"4NNT",1,"FABP4"
"6LJX",1,"FABP4"
"7G1M",1,"FABP4"
"6LJS",0.984184810865603,"FABP4"
"6LJT",0.984184810865603,"FABP4"
"6LJU",0.984184810865603,"FABP4"
"6LJV",0.984184810865603,"FABP4"
"6LJW",0.984184810865603,"FABP4"
"7FWF",0.984184810865603,"FABP4"
"7FW5",0.968861964159437,"FABP4"
"7FW8",0.968861964159437,"FABP4"
"7FXP",0.968861964159437,"FABP4"
"7FZK",0.968861964159437,"FABP4"
"7G1U",0.968861964159437,"FABP4"
"3P6D",0.936398910199925,"FABP4"
"3P6E",0.936398910199925,"FABP4"
"3P6F",0.936398910199925,"FABP4"
"3Q6L",0.936398910199925,"FABP4"
"3RZY",0.936398910199925,"FABP4"
"7FVV",0.936398910199925,"FABP4"
"7FVX",0.936398910199925,"FABP4"
"7FWN",0.936398910199925,"FABP4"
"7FX3",0.936398910199925,"FABP4"
"7FXM",0.936398910199925,"FABP4"
"7G1M",1,"FABP5"
"7FWF",0.981538073077399,"FABP5"
"4AZN",0.930027607909447,"FABP5"
"4AZO",0.930027607909447,"FABP5"
"4AZP",0.930027607909447,"FABP5"
"4AZQ",0.930027607909447,"FABP5"
"7FYW",0.930027607909447,"FABP5"
"7FY4",0.904157746804746,"FABP5"
"7G0C",0.904157746804746,"FABP5"
"7G1W",0.904157746804746,"FABP5"
"5L8I",1,"FABP6"
"5L8N",1,"FABP6"
"5L8O",0.966229558190454,"FABP6"
"3MX7",1,"FAS"
"2KW1",0.988506609264653,"FAS"
"6NCV",0.983776164358137,"FAS"
"2KD2",0.977399678142978,"FAS"
"4N1K",0.942549086572733,"FAS"
"4V8W",0.940712835180332,"FAS"
"2OF5",0.934386807563698,"FAS"
"5HSA",0.931179147312028,"FAS"
"4V8V",0.930814247871728,"FAS"
"6GJC",0.930814247871728,"FAS"
"1IQW",0.924424578779477,"FAS"
"2MS7",0.9222382343309,"FAS"
"4V58",0.921121781015787,"FAS"
"4V8L",0.921121781015787,"FAS"
"4N1J",0.92048146984274,"FAS"
"1DDF",0.916439326977108,"FAS"
"3EZQ",0.91375411128803,"FAS"
"4V59",0.911629200345508,"FAS"
"2BBZ",0.909830679256509,"FAS"
"1WMG",0.909504159522424,"FAS"
"2EC4",0.909504159522424,"FAS"
"2NA7",1,"FASLG"
"7MHD",1,"FASN"
"7MHE",1,"FASN"
"7CT7",1,"FECH"
"7CTC",1,"FECH"
"2IZO",1,"FEN1"
"4AIR",1,"FGA"
"4L0R",1,"FGF2"
"7YRV",1,"FGFR1"
"4V05",0.981537287069274,"FGFR1"
"4V04",0.960503837511371,"FGFR1"
"1OCB",1,"FLG"
"2LT5",0.907066198741636,"FLG"
"1ETE",1,"FLT3"
"7NBI",0.978627423179791,"FLT3"
"5BP0",1,"FN1"
"1BLH",1,"FOS"
"6U2S",0.986339063723031,"FOS"
"1AXB",0.973046414576102,"FOS"
"6U3F",0.973046414576102,"FOS"
"6U3T",0.947507750458123,"FOS"
"2X6A",0.900251409861084,"FOS"
"6U49",0.900251409861084,"FOS"
"6U4P",0.900251409861084,"FOS"
"4I1L",1,"FOXP3"
"8GUC",1,"FTH1"
"7RYW",1,"FTL"
"7RZN",1,"FTL"
"7RZX",1,"FTL"
"2Z5R",0.974321528840548,"FTL"
"5E1U",0.974321528840548,"FTL"
"6JEF",0.974321528840548,"FTL"
"7VIR",0.974321528840548,"FTL"
"8H8L",0.974321528840548,"FTL"
"8H8M",0.974321528840548,"FTL"
"8H8N",0.974321528840548,"FTL"
"8H8O",0.974321528840548,"FTL"
"8J0Y",0.974321528840548,"FTL"
"2ZG7",0.949928744017725,"FTL"
"2ZG8",0.949928744017725,"FTL"
"2ZG9",0.949928744017725,"FTL"
"2ZUR",0.949928744017725,"FTL"
"3AF7",0.949928744017725,"FTL"
"3AF8",0.949928744017725,"FTL"
"3AF9",0.949928744017725,"FTL"
"3FI6",0.949928744017725,"FTL"
"3NOZ",0.949928744017725,"FTL"
"3NP0",0.949928744017725,"FTL"
"3O7R",0.949928744017725,"FTL"
"3O7S",0.949928744017725,"FTL"
"3WVU",0.949928744017725,"FTL"
"7CKK",1,"FTO"
"7E8Z",1,"FTO"
"7WCV",1,"FTO"
"8IT9",0.992708903759833,"FTO"
